fig_num,name,num_parts,img_url,cluster
fig-000144,"Luke Skywalker, White Robe, White Legs, Cheek Lines",4,https://cdn.rebrickable.com/media/sets/fig-000144.jpg,4
fig-000145,Bard the Bowman,4,https://cdn.rebrickable.com/media/sets/fig-000145.jpg,4
fig-000146,"Racer, White Shirt with Two Stripes and 'S', White Legs, Blue Helmet with Visor",5,https://cdn.rebrickable.com/media/sets/fig-000146.jpg,0
fig-000147,Jor-El,5,https://cdn.rebrickable.com/media/sets/fig-000147.jpg,4
fig-000148,"Race Driver, Orange Torso, Orange Legs, Red  Helmet",5,https://cdn.rebrickable.com/media/sets/fig-000148.jpg,0
fig-000149,Jay ZX with Shoulder Armour,5,https://cdn.rebrickable.com/media/sets/fig-000149.jpg,4
fig-000150,"Basketball Player, Light Gray torso, Black Legs",3,https://cdn.rebrickable.com/media/sets/fig-000150.jpg,3
fig-000151,Worriz with Pearl Gold Shoulder Armor,6,https://cdn.rebrickable.com/media/sets/fig-000151.jpg,4
fig-000152,Sandy Moondust,5,https://cdn.rebrickable.com/media/sets/fig-000152.jpg,4
fig-000153,"Racer, White Jacket with Zipper, Red Helmet with Visor (3626a Head)",5,https://cdn.rebrickable.com/media/sets/fig-000153.jpg,0
fig-000154,"Basketball Player, Tan Torso, Black Legs",3,https://cdn.rebrickable.com/media/sets/fig-000154.jpg,3
fig-000155,"Man, Green Jacket, Blue Legs, Red Helmet with Visor, Yellow Life Vest, Blue Sunglasses",6,https://cdn.rebrickable.com/media/sets/fig-000155.jpg,6
fig-000156,"Ninja, Red",4,https://cdn.rebrickable.com/media/sets/fig-000156.jpg,0
fig-000157,Biff Starling,5,https://cdn.rebrickable.com/media/sets/fig-000157.jpg,4
fig-000158,"Medium Blue Torso, Blue Overall, Blue Cap",4,https://cdn.rebrickable.com/media/sets/fig-000158.jpg,6
fig-000159,"Race Driver, Red Torso, Red Legs, Red Helmet - Nitro Flash",5,https://cdn.rebrickable.com/media/sets/fig-000159.jpg,0
fig-000160,"Man, Blue Torso, Red Legs, Red Cap (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-000160.jpg,0
fig-000161,"Chef, Black Apron with Flaming Burger, Black Legs, Red Cap, Glasses",4,https://cdn.rebrickable.com/media/sets/fig-000161.jpg,3
fig-000162,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Red Hard Hat, Goatee Beard",4,https://cdn.rebrickable.com/media/sets/fig-000162.jpg,6
fig-000163,"Imperial Shadow Trooper, Short Line on Back, Black, Plain Legs",4,https://cdn.rebrickable.com/media/sets/fig-000163.jpg,4
fig-000164,"Policeman, Black Jacket with Zipper, Radio, Badge, and 'POLICE' on Back, White Helmet with Visor, Open Mouth",5,https://cdn.rebrickable.com/media/sets/fig-000164.jpg,3
fig-000165,"Red Torso, Blue Legs, Blue Cap",4,https://cdn.rebrickable.com/media/sets/fig-000165.jpg,6
fig-000166,"Imperial Officer / Captain / Commandant / Commander, Battle Armor, Black Hips",4,https://cdn.rebrickable.com/media/sets/fig-000166.jpg,9
fig-000167,"Blue Torso, White Legs, Blue Arctic Hood",4,https://cdn.rebrickable.com/media/sets/fig-000167.jpg,6
fig-000168,"Soccer Player White Torso with Blue/Red Stripes, Blue Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-000168.jpg,0
fig-000169,"Policeman, Dark Blue Jacket with Zipper, Badge, and 'POLICE' on Back, White Helmet with Visor",5,https://cdn.rebrickable.com/media/sets/fig-000169.jpg,6
fig-000170,"Man - White Torso, Black Legs, Red Hat, Black Legs",4,https://cdn.rebrickable.com/media/sets/fig-000170.jpg,0
fig-000171,Rocker Girl,4,https://cdn.rebrickable.com/media/sets/fig-000171.jpg,4
fig-000172,"White Torso, Green Overall, Green Cap",4,https://cdn.rebrickable.com/media/sets/fig-000172.jpg,0
fig-000173,Chess Piece - Crown - Pawn,4,https://cdn.rebrickable.com/media/sets/fig-000173.jpg,4
fig-000174,"Racer, Red Jacket with Zipper, Red Helmet with Visor (3626a Head)",5,https://cdn.rebrickable.com/media/sets/fig-000174.jpg,0
fig-000175,"Man, Blue Overalls over Shirt, Blue Legs, Red Cap, Goatee Beard",4,https://cdn.rebrickable.com/media/sets/fig-000175.jpg,6
fig-000176,Soccer Player,4,https://cdn.rebrickable.com/media/sets/fig-000176.jpg,4
fig-000177,Hockey Player,6,https://cdn.rebrickable.com/media/sets/fig-000177.jpg,4
fig-000178,Zombie Driver,4,https://cdn.rebrickable.com/media/sets/fig-000178.jpg,4
fig-000179,"Mia - Medium Blue Top, Lime Shorts",4,https://cdn.rebrickable.com/media/sets/fig-000179.jpg,5
fig-000180,Dastan,4,https://cdn.rebrickable.com/media/sets/fig-000180.jpg,4
fig-000181,"Man, White Torso with Red and Blue Stripes, White Legs, Red Helmet",4,https://cdn.rebrickable.com/media/sets/fig-000181.jpg,0
fig-000182,"Man, Black Vest and Tie, Dark Bluish Gray Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-000182.jpg,3
fig-000183,"Man, White Vest with Truck, Blue Legs, Blue Cap (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-000183.jpg,6
fig-000184,"King Leo (Knights Kingdom I) - Lion Shield, Helmet",5,https://cdn.rebrickable.com/media/sets/fig-000184.jpg,4
fig-000185,"Policeman, Black Jacket with Pocket and Badge, White Hat, Smile, Brown Eyebrows",4,https://cdn.rebrickable.com/media/sets/fig-000185.jpg,3
fig-000186,Sherry Scratchen-Post (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000186.jpg,4
fig-000187,"Paramedic, Vibrant Yellow Safety Vest, Dark Turquoise Legs, Dark Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-000187.jpg,8
fig-000188,"Olivia - Magenta Top, Dark Blue Shorts",4,https://cdn.rebrickable.com/media/sets/fig-000188.jpg,6
fig-000189,"Flexible Gymnast, Team GB (CMF)",5,https://cdn.rebrickable.com/media/sets/fig-000189.jpg,4
fig-000190,"Rebel Trooper in Hoth Uniform, Tan Hat, Moustache",6,https://cdn.rebrickable.com/media/sets/fig-000190.jpg,4
fig-000191,Troll Warrior 3 (Orc),4,https://cdn.rebrickable.com/media/sets/fig-000191.jpg,4
fig-000192,"Emma - Lavender Top, Bright Light Blue Skirt",4,https://cdn.rebrickable.com/media/sets/fig-000192.jpg,2
fig-000193,Slithraa,3,https://cdn.rebrickable.com/media/sets/fig-000193.jpg,4
fig-000194,"Spaceman, Assistant (2447 Visor)",5,https://cdn.rebrickable.com/media/sets/fig-000194.jpg,4
fig-000195,Harry Cane,5,https://cdn.rebrickable.com/media/sets/fig-000195.jpg,4
fig-000196,"TIE Pilot, Plain Legs, Plain Black Head (30408 Helmet)",4,https://cdn.rebrickable.com/media/sets/fig-000196.jpg,3
fig-000197,Artist (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000197.jpg,4
fig-000198,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Helmet and Visor, Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-000198.jpg,3
fig-000199,"Emma - Medium Blue Crop Top, Dark Pink Shorts",5,https://cdn.rebrickable.com/media/sets/fig-000199.jpg,2
fig-000200,"Woman, Tied Pink Tank Top with Flowers, White Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-000200.jpg,3
fig-000201,Lifeguard (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000201.jpg,4
fig-000202,"Olivia - White Top, Sand Blue Skirt, Headphones",5,https://cdn.rebrickable.com/media/sets/fig-000202.jpg,2
fig-000203,"Woman, White Shirt with Pockets, White Legs, Red Hair, Yellow Life Vest",5,https://cdn.rebrickable.com/media/sets/fig-000203.jpg,0
fig-000204,Werewolf,4,https://cdn.rebrickable.com/media/sets/fig-000204.jpg,4
fig-000205,"Man, White Jacket with Zipper, Red Legs, Red Helmet with Visor",5,https://cdn.rebrickable.com/media/sets/fig-000205.jpg,0
fig-000206,"LEGOLAND Blue Torso, Blue Legs, Blue Cowboy Hat",4,https://cdn.rebrickable.com/media/sets/fig-000206.jpg,6
fig-000207,"Man, White Top with Large Red Stripe and 2 Blue Stripes, Blue Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-000207.jpg,6
fig-000208,"Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet  (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-000208.jpg,3
fig-000209,"Man, Plain Red, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-000209.jpg,0
fig-000210,Razcal with Shoulder Armor,10,https://cdn.rebrickable.com/media/sets/fig-000210.jpg,4
fig-000211,"Waiter, Man, Black Suit and Bow Tie, Chef Hat",4,https://cdn.rebrickable.com/media/sets/fig-000211.jpg,3
fig-000212,"White Torso, Blue Overall, Red Hard Hat",4,https://cdn.rebrickable.com/media/sets/fig-000212.jpg,0
fig-000213,Lord Garmadon (The Golden Weapons),5,https://cdn.rebrickable.com/media/sets/fig-000213.jpg,4
fig-000214,Grumlo with Flat Silver Shoulder Armor,6,https://cdn.rebrickable.com/media/sets/fig-000214.jpg,4
fig-000215,"Chef, Red Neckerchief, Blue Legs, Red Cap",4,https://cdn.rebrickable.com/media/sets/fig-000215.jpg,0
fig-000216,"Knight (Royal Knights) - Blue Legs, Dark Gray Neck-Protector",4,https://cdn.rebrickable.com/media/sets/fig-000216.jpg,6
fig-000217,"Archer (Scale Mail on Red) - Black Arms, Light Gray Legs",5,https://cdn.rebrickable.com/media/sets/fig-000217.jpg,3
fig-000218,Man with Blue Torso and Black Pants,4,https://cdn.rebrickable.com/media/sets/fig-000218.jpg,1
fig-000219,"Emma - Lavender Top, Dark Blue Skirt",4,https://cdn.rebrickable.com/media/sets/fig-000219.jpg,2
fig-000220,"Racer, White Shirt with Two Stripes and 'S', White Legs, Red Helmet",4,https://cdn.rebrickable.com/media/sets/fig-000220.jpg,0
fig-000221,"Man, Blue Overalls, Red Cap (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-000221.jpg,6
fig-000222,"Tina - White/Silver Top, Dark Purple Skirt",4,https://cdn.rebrickable.com/media/sets/fig-000222.jpg,2
fig-000223,Martian Manhunter (J'onn J'onzz),4,https://cdn.rebrickable.com/media/sets/fig-000223.jpg,4
fig-000224,"Chef, Red Neckerchief, White Legs, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-000224.jpg,0
fig-000225,"Policeman, Black Suit with Pocket and Badge, White Hat (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-000225.jpg,3
fig-000226,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet, Breathing Apparatus, Airtanks, Silver Sunglasses",7,https://cdn.rebrickable.com/media/sets/fig-000226.jpg,3
